# SCOWL/ESDB word -> frequency-size-bucket tier (0=most common; see
# build_lexicon.py's docstring for what this is and how to regenerate
# it, and ACKNOWLEDGEMENTS.md for the source and license). Trimmed to
# just the words already present in Source/Data/latin-words.txt's
# source list -- this is a rank annotation, not a word-list source.
algae	0
algaecide	5
algal	3
algarroba	4
algebra	0
algebraic	0
algebraical	5
algebraically	2
algebraist	4
algerine	5
algesia	4
algid	4
algidity	5
algin	4
alginate	4
algoid	4
algolagnia	4
algolagnic	5
algolagnist	5
algological	5
algologist	5
algology	4
algometer	4
algometric	5
algometrical	5
algometry	5
algophobia	4
algor	4
algorism	4
algorismic	5
algorithm	0
algorithmic	2
algum	5
alias	0
alibi	0
alible	4
alicyclic	4
alidade	4
alien	0
alienability	4
alienable	2
alienage	4
alienate	0
alienation	0
alienator	4
alienee	4
aliener	5
alienism	4
alienist	3
alienor	4
alif	5
aliform	4
alight	0
align	0
aligner	3
alignment	0
alike	0
alikeness	4
aliment	3
alimental	5
alimentally	5
alimentary	2
alimentation	4
alimentative	5
alimony	0
aliped	4
aliphatic	4
aliquant	4
aliquot	4
aliunde	4
alive	0
aliveness	3
aliyah	3
alizarin	4
alk	5
alkahest	4
alkahestic	5
alkahestical	5
alkalescence	5
alkalescency	5
alkalescent	5
alkali	0
alkalic	5
alkalify	4
alkalimeter	4
alkalimetric	5
alkalimetry	5
alkaline	0
alkalinity	2
alkalinization	5
alkalinize	4
alkalization	4
alkalize	3
alkaloid	2
alkaloidal	4
alkalosis	4
alkane	4
alkanet	4
alkene	4
alkine	5
alkoxide	5
alkoxy	5
alky	4
alkyd	3
alkyl	4
alkylate	5
alkylation	4
alkylic	5
alkyne	4
all	0
allanite	4
allantoic	5
allantoid	4
allantoidal	5
allantoin	5
allantois	4
allative	4
allay	0
allayer	5
allegation	0
allege	0
allegeable	4
allegedly	0
alleger	4
allegiance	0
allegiant	5
allegoric	3
allegorical	0
allegorically	2
allegoricalness	5
allegorist	3
allegorization	5
allegorize	4
allegorizer	5
allegory	0
allegretto	3
allegro	2
allele	3
allelic	4
allelism	5
allelomorph	4
allelomorphic	5
allelomorphism	5
alleluia	2
allemande	4
allergen	2
allergenic	2
allergic	0
allergist	2
allergy	0
alleviate	0
alleviation	1
alleviative	4
alleviator	4
alleviatory	5
alley	0
alleyway	2
allheal	4
alliable	5
alliaceous	4
alliance	0
allied	0
allies	0
alligator	0
alligatored	5
alliterate	3
alliteration	2
alliterative	2
alliteratively	3
allness	4
allocable	4
allocatable	5
allocate	0
allocation	0
allocator	4
allochthonous	4
allocution	4
allogamous	5
allogamy	4
allogenic	5
allograph	4
allomerism	4
allomerous	5
allometric	5
allometry	4
allomorph	4
allomorphic	4
allomorphism	4
allonym	4
allonymous	5
allopath	4
allopathic	4
allopathically	5
allopathist	4
allopathy	4
allopatric	4
allopatrically	5
allopatry	5
allophane	4
allophone	4
alloplasm	4
allopolyploid	5
allosaur	5
allot	0
allotment	0
allotrope	4
allotropic	4
allotropical	4
allotropically	5
allotropism	5
allotropy	4
allottee	4
allotter	4
allotype	5
allover	3
allow	0
allowable	0
allowably	3
allowance	0
allowedly	4
alloxan	5
alloy	0
allseed	4
allspice	2
allude	0
allure	0
allurement	3
allurer	5
alluring	0
alluringly	3
allusion	0
allusive	2
allusively	2
allusiveness	3
alluvial	2
alluvion	4
alluvium	2
ally	0
allyl	4
allylic	5
almagest	5
almanac	0
almandine	4
almandite	4
almemar	4
almightily	4
almightiness	4
almighty	0
almond	0
almondy	5
almoner	3
almonry	4
almost	0
alms	0
almsgiver	4
almsgiving	5
almshouse	3
almsman	4
almswoman	4
almucantar	4
almuce	4
alnico	5
alodium	4
aloe	2
